Plant Type,Key,Botanical Name,Common Name,Height (ft),Spread (ft),Bloom Color,Bloom Time,Sun,Water,AGCP Regional Status,USDA Hardiness Zone,Attracts,Tolerates,Soil Description,Condition Comments,MaintenanceLevel,Native Habitats,Culture,Uses,UseXYZ,WFMaintenance,Problems,Link: Missouri Botanical Garden,Link: Wildflower.org,Link: Pleasantrunnursery.com,Link: Newmoonnursery.com,Link: Pinelandsnursery.com,Rev
Ferns,OR,Osmunda regalis,ROYAL FERN,2 - 3,2 - 3,Not Applicable,,"Part Shade, Full Shade","Medium, Wet",,Zone 3 to 9,,"Rabbit, Heavy Shade, Wet Soil, Clay Soil Tolerant, Wet Site Tolerant","Various wet soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Limestone-based",Tolerates year-round shallow water.,Low,Swamps; marshes; stream banks; moist depressions in savannas & prairies,"Best grown in medium to wet soils in part shade. Prefers moist, rich, humusy, acidic soils, but adapts to lesser conditions. Also prefers cool summer climates where it tolerates close to full sun as long as given consistent moisture. Full sun exposure is not recommended for the hot St. Louis summers.","Excellent selection for wet areas along ponds, streams, water gardens or in bogs. Also grows well in shaded borders, woodland gardens, wild gardens or native plant gardens.","Use Ornamental: An accent, Use Other: Bristly",,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=l320,https://www.wildflower.org/plants/result.php?id_plant=osre,https://www.pleasantrunnursery.com/plant-name/Royal_Fern,,https://www.pinelandsnursery.com/osmunda-regalis-royal-fern-tubeling,
Ferns,PA,Polystichum acrostichoides,CHRISTMAS FERN,1 - 2,1 - 2,,,"Part Shade, Full Shade","Dry, Medium",FACU,Zone 3 to 9,,"Rabbit, Deer, Drought, Heavy Shade, Erosion, Dry Soil, Shallow-Rocky Soil, Dry Shade Tolerant","Moist, acid, humus-rich soils. Sandy, Sandy Loam, Medium Loam, Acid-based. Best in rocky or sandy soils.","Does not tolerate clay soils or standing water. It must have good drainage. Gets stressed in too much sun, becoming pale and stunted. It must be kept moist, cool, and shaded.",Low,"Rich, rocky woods; stream banks; swamps; thickets","Best grown in organically rich, dry to medium moisture, well-drained soils in part shade to full shade. Consider planting rhizome at an angle to help combat potential crown rot problems which can occur in poorly drained soils. Although rhizomatous, this fern will not spread or naturalize, however clumps will increase in size over time.","Dryish or moist soils in woodland gardens, shade gardens or shady areas of borders, wild or native plant gardens. May also be planted in shady areas along walls or foundations. A good plant for massing on slopes (including dryish, rocky ones) to help combat soil erosion.","Use Ornamental: Borders, accents, and groundcovers, Use Wildlife: Attracts Ruffed Grouse",,"No serious insect or disease problems. Crown rot in poorly drained soils can be a problem, particularly in winter.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a710,https://www.wildflower.org/plants/result.php?id_plant=poac4,https://www.pleasantrunnursery.com/plant-name/Polystichum-acrostichoides,https://newmoonnursery.com/nursery-plants/tiarella-cordifolia-wherryi/,https://www.pinelandsnursery.com/polystichum-acrostichoides-christmas-fern-tubeling,
Shrubs,AP,Andromeda polifolia,BOG ROSEMARY,,,,,light (Shade through upper canopy all day),garden,,Zone 6. Plants spread slowly by means of suckers to become a very ornamental plant.,Pollinators,"d well. It does not do well in heat and humidity and locations south of Zone 6. Plants spread slowly by means of suckers to become a very ornamental plant., Drought Tolerant","Organic peats, sands and mucks.",Demands strongly acid soil. No serious disease or insect problems. Creeping rootstocks form large patches.,Low,Acid bogs,,,,,,https://plants.ces.ncsu.edu/plants/andromeda-polifolia/,https://www.wildflower.org/plants/result.php?id_plant=anpo,https://www.pleasantrunnursery.com/plant-name/Pieris-japonica-Cavatine,,https://www.pinelandsnursery.com/search?query=Andromeda+polifolia,
Shrubs,AA,Aronia arbutifolia,RED CHOKEBERRY,6 - 10,3 - 6,White To Pink,May,"Full Sun, Part Shade",Medium,FACW,Zone 4 to 9,Food Source for Wildlife,"Erosion, Clay Soil, Wet Soil, Black Walnut Tolerant, Salt Tolerant, Wet Site Tolerant, Deer","Moist, rich soils.",,Low,Pine bottomlands; swamps; open bogs,"Easily grown in average, medium moisture, well-drained soils in full sun to part shade. Wide range of soil tolerance including boggy soils. Best fruit production usually occurs in full sun. Remove root suckers to prevent colonial spread.","Group or mass in shrub borders or woodland areas. Ability to withstand wet conditions makes it suitable for growing on the margins of ponds or streams. Also effective in naturalized areas where its suckering, colonial growth habit does not need to be restrained. Good native plant with multi-season ornamental interest.",Use Wildlife: Intermediate food source for birds.,,No serious insect or disease problems. Some susceptibility to leaf spots and twig/fruit blight.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=286551,https://www.wildflower.org/plants/result.php?id_plant=ARAR7,https://www.pleasantrunnursery.com/plant-name/Aronia-arbutifolia-Brilliantissima,,https://www.pinelandsnursery.com/photinia-pyrifolia-red-chokeberry-1-pot,
Shrubs,AM,Aronia melanocarpa,BLACK CHOKEBERRY,4 - 6,6 - 8,White,May,"Full Sun, Part Shade",Medium,FAC,Zone 3 to 8,Birds,Erosion,"Moist, acid soils.",Very flood tolerant. Suckers profusely. No serious disease or insect problems.,Low,Lowlands; bogs; dunes; bluffs,"Easily grown in average, medium moisture, well-drained soils in full sun to part shade. Plants have a wide range of soil tolerance including boggy soils. Best fruit production usually occurs in full sun. Remove root suckers to prevent colonial spread unless desired.","Group or mass in shrub borders, small gardens or open woodland areas. Ability to withstand wet conditions makes it suitable for growing on the margins of ponds or streams. Excellent addition to naturalized areas where its suckering, colonial growth habit does not need to be restrained.",Use Wildlife: Intermediate food source for birds.,,No serious insect or disease problems. Some susceptibility to leaf spots and twig/fruit blight.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=241869,https://www.wildflower.org/plants/result.php?id_plant=ARME6,https://www.pleasantrunnursery.com/plant-name/Aronia-melanocarpa-Ground-Hug,,https://www.pinelandsnursery.com/photinia-melanocarpa-black-chokeberry-1-pot,
Shrubs,CO,Cephalanthus occidentalis,BUTTONBUSH,5 - 12,4 - 8,White,"Jun, Jul, Aug, Sep","Full Sun, Part Shade","Medium, Wet",OBL,Zone 5 to 9,"Hummingbirds, Butterflies, Food Source for Pollinators","Erosion, Wet Soil","Limestone-based, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay","Common buttonbush is a spreading, multi-branched",Low,"In swamps, around ponds and margins of streams throughout the state. Sand, loam, clay, limestone; moist, poor drainage or standing water okay. Prairie swales; lake, marsh, creek & swamp margins; dry, limestone bluffs","Easily grown in moist, humusy soils in full sun to part shade. Grows very well in wet soils, including flood conditions and shallow standing water. Adapts to a wide range of soils except dry ones. Pruning is usually not necessary, but may be done in early spring to shape. If plants become unmanageable, however, they may be cut back near to the ground in early spring to revitalize.","Naturalize in woodland areas, native plant gardens, pond margins, low spots or shrub borders. May also be grown in shallow water at the edge of ponds or large water gardens.","Use Ornamental: Showy, Attractive, Blooms ornamental, Fruits ornamental, Bog or pond area, Aromatic, Water garden, Use Wildlife: Nectar-butterflies, Nectar-bees, Nectar-insects, Fruit-birds",,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g830,https://www.wildflower.org/plants/result.php?id_plant=ceoc2,https://www.pleasantrunnursery.com/plant-name/Buttonbush,https://newmoonnursery.com/nursery-plants/cephalanthus-occidentalis/,https://www.pinelandsnursery.com/cephalanthus-occidentalis-buttonbush-1-pot,
Shrubs,CA1,Clethra alnifolia,SWEET PEPPERBUSH,3 - 8,4 - 6,White,"Jul, Aug","Full Sun, Part Shade","Medium, Wet",FACW,Zone 3 to 9,"Birds, Butterflies, Food Source for Pollinators","Heavy Shade, Erosion, Clay Soil, Wet Soil, Deer","Many wet to moist, acid soils, including sands and clays.",Excellent for coastal gardens due to salt-spray tolerance.,Low,Swamps; sea shores; stream banks; hillside bogs,"Easily grown in average, medium to wet soils in full sun to part shade. Prefers part shade and consistently moist, acidic, sandy soils. Soils should not be allowed to dry out. Tolerates clay soils. Tolerates full shade. Promptly remove root suckers unless naturalized look is desired. Propagate by cuttings. Prune if needed in late winter.","Summersweets are somewhat unique among flowering shrubs because of their ability to bloom in shady locations in late summer when few other shrubs are in bloom. Mass or group in lawns, foundations or shrub borders. Good flowering shrub for shade or woodland gardens. Effective as a hedge. Also appropriate for moist soils along stream banks or pond/water garden peripheries. Also may be naturalized in cottage gardens, wild gardens or naturalized areas. Plant near a patio to enjoy the fragrant late summer bloom. Compact size makes this an ideal flowering shrub for smaller gardens.","Use Ornamental: Fragrant, showy summer flowers. Outstanding fall color., Use Wildlife: Bees, butterflies, and hummingbirds use flowers. Many birds and mammals eat the fruit.","Maintenance: This versatile, carefree shrub responds well to pruning.",No serious insect or disease problems. Spider mites may be a concern in dry conditions.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c230,https://www.wildflower.org/plants/result.php?id_plant=clal3,https://www.pleasantrunnursery.com/plant-name/Clethra-alnifolia-Compacta,,https://www.pinelandsnursery.com/clethra-alnifolia-sweet-pepperbush-5-pot,
Shrubs,CA2,Cornus amomum,SILKY DOGWOOD,6 - 12,6 - 12,White,"Mar, Apr","Full Sun, Part Shade","Medium, Wet",FACW,Zone 5 to 8,"Birds, Food Source for Pollinators","Deer, Erosion, Wet Soil, Black Walnut",Moist soils.,"Not a specimen dogwood, but useful in poorly drained sites and for prevention of lake and stream bank erosion. Tolerates more alkaline soil.",Medium,Swamps; damp thickets; wet prairies,"Grow in average, medium to wet, well-drained soils in full sun to part shade. Prefers moist, organically rich, slightly acidic soils in part shade. Tolerates close to full shade. Benefits from a 2-4” mulch which will help keep roots cool and moist in summer. Branches that touch the ground may root at the nodes. When left alone, this shrub may spread to form thickets.","Good shrub for moist to wet areas of the landscape. Not overly ornamental. Somewhat unkempt for placement in prominent areas. Good selection for moist woodlands, naturalized areas, along streams/ponds or for erosion control.",,,"No serious insect or disease problems. Plants are susceptible to scale. Additional insect pests include borers and leaf miner. Infrequent disease problems include leaf spot, crown canker, blights, root rot and powdery mildew.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g800,https://www.wildflower.org/plants/result.php?id_plant=COOB9,https://www.pleasantrunnursery.com/plant-name/Cornus-amomum,,https://www.pinelandsnursery.com/cornus-amomum-silky-dogwood-1-pot,
Shrubs,CR,Cornus racemosa,GRAYSTEM DOGWOOD,10 - 15,10 - 15,"White, Green","May, Jun, Jul","Full Sun, Part Shade",Medium,FAC,Zone 4 to 8,"Birds, Butterflies","Deer, Wet Soil",Moist soils.,"Will adapt to drier sites. Used in erosion control and for wildlife habitat. Resistant to most diseases, insects and physiological problems.",Low,"Thickets; river bank woods; wet to dry, low, open areas","Easily grown in average, medium, well-drained soil in full sun to part shade. Tolerates wide range of soil conditions, including both moist and somewhat dry soils. Tolerant of city air pollution. Will spread to form thickets if root suckers are not removed.","Excellent when planted in groups and left alone to spread in naturalized areas or native plant gardens. Also effective in shrub borders, along streams or ponds or near buildings or when planted as a screen. Can be particularly useful because of its ability to grow in poor soils.",Use Wildlife: Fruit,,No serious insect or disease problems. The dogwood bud gall occurs on this species but is usually not a significant problem.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=j930,https://www.wildflower.org/plants/result.php?id_plant=cora6,https://www.pleasantrunnursery.com/plant-name/Cornus-racemosa,,https://www.pinelandsnursery.com/cornus-racemosa-gray-dogwood-1-pot,
Shrubs,CS2,Cornus sericea,RED-TWIG DOGWOOD,6 - 9,7 - 10,White,"May, Jun","Full Sun, Part Shade","Medium, Wet",,Zone 3 to 7,"Birds, Butterflies","Deer, Erosion, Clay Soil, Wet Soil","Moist, well-drained soils.",This dogwood is adaptable to a wide range of soil and climatic conditions but is plagued by,Medium,"River banks; lake shores; wooded or open, wet areas","Best grown in organically rich, fertile, consistently moist soils in full sun to part shade. Tolerant of a wide range of soils, including swampy or boggy conditions. Trim roots with a spade and promptly remove root suckers if colonial spread is undesired. Best stem color occurs on young stems. Although pruning is not required, many gardeners choose to remove 20-25% of the oldest stems in early spring of each year to stimulate growth of new stems which will display the best color. As an alternative to annual pruning, some gardeners prune all stems close to the ground (coppice to 8"") in early spring every 2-3 years to renew. Any loss of flowers through spring pruning is not terribly significant since the small flowers of this dogwood are rather ordinary. Plants become stressed and more vulnerable to diseases such as canker in hot and humid summer climates south of USDA Zone 7.",Excellent massed or as a specimen. Effective in shrub borders where plants can be combined with evergreens or a contrasting color of redtwig dogwoods for interesting winter contrast. Also effective in naturalistic plantings in moist soils where plants can be allowed to spread and form thickets. Plants perform very well in wet locations such as low spots or along streams or ponds where spreading roots can help combat soil erosion. May also be used as a property line screen.,"Use Wildlife: Waterfowl, marshbirds and shorebirds are major users. Also large and small mammals.Deer browse on dogwood year-round.",,"Susceptible to leaf and twig blights, canker and leaf spots. Scale, leaf miners and bagworms are occasional insect pests.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=279363,https://www.wildflower.org/plants/result.php?id_plant=cose16,https://www.pleasantrunnursery.com/plant-name/Cornus-sericea-Arctic-Fire-Red,,https://www.pinelandsnursery.com/cornus-sericea-redosier-dogwood-1-pot,
Shrubs,HV,Hamamelis virginiana,WITCHHAZEL,15 - 20,15 - 20,Yellow,"Sep, Oct, Nov, Dec","Full Sun, Part Shade",Medium,FACU,Zone 3 to 8,Birds,"Deer, Erosion, Clay Soil","Rich, well-drained soil. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Acid-based, Calcareous","The long-lived witch hazel performs best on moister sites. It tolerates wet soils, pollution, shade, and poor soil. Avoid extremely dry situations. Full sun forms fuller, more symmetrical plants. Closely related is H. macrophylla, which is smaller in all characteristics as compared to H. virginiana, with less showy flowers. H. macrophylla occurs from SC to FL, w. to AR & TX.",Low,"Moist woods, thickets, bottomlands","Easily grown in average, medium moisture, well-drained soils in full sun to part shade. Best flowering in full sun. Prefers moist, acidic, organically rich soils. Tolerates heavy clay soils. Promptly remove suckers to prevent colonial spread. Little pruning is required. Prune in early spring if necessary.","Shrub borders, woodland gardens. Screen or tall hedge.","Use Ornamental: Fall conspicuous, Understory, Use Wildlife: Birds eat the fruits (small brown capsules). Browsed by deer and beaver. Seeds-granivorous birds, Seeds-Small mammals, Use Food: First Nations used witch-hazel leaves for tea. (Athenic), Use Medicinal: Commercial witch-hazel, an astringent liniment, is an alcohol extract of witch- hazel bark.",,"Caterpillars and Japanese beetles may chew on the leaves. Watch for gall aphids, scale, leafroller and leafminer. Potential diseases include powdery mildew and occasionally leaf spots. Insect and disease issues are typically not serious and rarely warrant chemical control.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=281023,https://www.wildflower.org/plants/result.php?id_plant=HAVI4,https://www.pleasantrunnursery.com/plant-name/Hamamelis-virginiana,,https://www.pinelandsnursery.com/hamamelis-virginiana-american-witch-hazel-1-pot,
Shrubs,HV,Hamamelis virginiana,WITCHHAZEL,15 - 20,15 - 20,Yellow,"Sep, Oct, Nov, Dec","Full Sun, Part Shade",Medium,FACU,Zone 3 to 8,Birds,"Deer, Erosion, Clay Soil","Rich, well-drained soil. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Acid-based, Calcareous","The long-lived witch hazel performs best on moister sites. It tolerates wet soils, pollution, shade, and poor soil. Avoid extremely dry situations. Full sun forms fuller, more symmetrical plants. Closely related is H. macrophylla, which is smaller in all characteristics as compared to H. virginiana, with less showy flowers. H. macrophylla occurs from SC to FL, w. to AR & TX.",Low,"Moist woods, thickets, bottomlands","Easily grown in average, medium moisture, well-drained soils in full sun to part shade. Best flowering in full sun. Prefers moist, acidic, organically rich soils. Tolerates heavy clay soils. Promptly remove suckers to prevent colonial spread. Little pruning is required. Prune in early spring if necessary.","Shrub borders, woodland gardens. Screen or tall hedge.","Use Ornamental: Fall conspicuous, Understory, Use Wildlife: Birds eat the fruits (small brown capsules). Browsed by deer and beaver. Seeds-granivorous birds, Seeds-Small mammals, Use Food: First Nations used witch-hazel leaves for tea. (Athenic), Use Medicinal: Commercial witch-hazel, an astringent liniment, is an alcohol extract of witch- hazel bark.",,"Caterpillars and Japanese beetles may chew on the leaves. Watch for gall aphids, scale, leafroller and leafminer. Potential diseases include powdery mildew and occasionally leaf spots. Insect and disease issues are typically not serious and rarely warrant chemical control.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=281023,https://www.wildflower.org/plants/result.php?id_plant=HAVI4,https://www.pleasantrunnursery.com/plant-name/Hamamelis-virginiana,,https://www.pinelandsnursery.com/hamamelis-virginiana-american-witch-hazel-1-pot,
Shrubs,HQ,Hydrangea quercifolia,OAKLEAF HYDRANGEA,6 - 8,6 - 8,"White, Green, Purple","Jun, Jul","Full Sun, Part Shade",Medium,,Zone 5 to 9,,,"Moist, fertile, well-drained soils.","Susceptible to sunscald, chlorosis in alkaline soils, and winter dieback. Many weak, brittle canes are easily broken in wind and ice. Forms colonies from a shallow root system. Canes can be cut to the ground every two or three years to keep the",Low,Damp woods; river banks,"Easily grown in organically rich, medium moisture, well-drained soils in full sun to part shade. Thrives in moist soils, and appreciates a summer mulch which helps retain soil moisture. Bloom occurs on old wood. Prune if needed immediately after flowering (little pruning is usually needed). Winter damaged stems may be pruned in early spring. Plants should be given a sheltered location and winter protection (e.g., mulch, burlap wrap) in USDA Zone 5, particularly when not fully established. Plants can lose significant numbers of flower buds or die to the ground in harsh winters (temperatures below -10 degrees F), thus respectively impairing or totally destroying the bloom for the coming year.",Effective as a specimen or accent for foundations or other locations near homes or patios. Group or mass in shrub borders or in open woodland areas. Good informal hedge. Exfoliating mature branches provide interesting color and texture in winter.,Use Wildlife: Low.,,No serious insect or disease problems. Some susceptibility to leaf blight and powdery mildew. Aphids and spider mites are occasional visitors.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d380,https://www.wildflower.org/plants/result.php?id_plant=HYQU3,https://www.pleasantrunnursery.com/plant-name/Hydrangea-quercifolia-Gatsby-Moon,,https://www.pinelandsnursery.com/search?query=Hydrangea+quercifolia,
Shrubs,IG,Ilex glabra,INKBERRY,5 - 8,5 - 8,White,"Jul, Aug, Sep","Full Sun, Part Shade","Medium, Wet",FACW,Zone 4 to 9,Birds,"Rabbit, Deer, Erosion, Wet Soil, Air Pollution","Sandy to peaty, acid soil.","Flood tolerant. You must have both a male and female plant to have berries. The male must be the same species as the female and bloom at the same time. Because hollies are such popular landscape plants, it may be worth the risk to plant a female and hope there is a male nearby. Withstands heavy pruning and renewal of old plants is suggested. Pest free. Considered weedy in some areas.",Low,Bogs; wet woods of coastal plains,"Easily grown in average, medium to wet soils in full sun to part shade. Adaptable to both light and heavy soils. Tolerates wet soils. Prefers rich, consistently moist, acidic soils in full sun. Good shade tolerance, however. Avoid neutral to alkaline soils. Inkberries are dioecious (separate male and female plants). Female plants need a male pollinator in order to produce the berry-like drupes that are characteristic of the species and cultivars. Prune to shape in early spring just before new growth begins. Plants generally need minimal pruning unless used as a hedge (perhaps best grown as an informal hedge). Remove root suckers regularly if colonial spread is not desired.","Mass or group. Excellent for shrub borders, foundation plantings or as a low hedge. Also effective naturalized in moist woodland gardens or in moist locations near streams or ponds. This species is noted for its ability to perform well in wet sites.",Use Wildlife: High.,,"Leaf spot is an occasional problem. Susceptible to chlorosis (yellowing of leaves) in high pH (alkaline) soils. Spider mites may appear, especially in dry conditions. Susceptible to inkberry leaf miner.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d553,https://www.wildflower.org/plants/result.php?id_plant=ilgl,https://www.pleasantrunnursery.com/plant-name/Ilex-glabra-Compacta,,https://www.pinelandsnursery.com/ilex-glabra-inkberry-holly-1-pot,
Shrubs,IV1,Ilex verticillata,COMMON WINTERBERRY,6 - 8,6 - 8,White,"Apr, May, Jun, Jul","Full Sun, Part Shade","Medium, Wet",FACW,Zone 3 to 9,"Birds, Food Source for Pollinators","Erosion, Clay Soil, Wet Soil, Air Pollution, Deer","Moist, acidic soils. Sandy, Sandy Loam Medium Loam Clay Loam, Clay","Winterberry tolerates poor drainage and is quite winter-hardy. You must have both a male and female plant to have berries. The male must be the same species as the female and bloom at the same time. Because hollies are such popular landscape plants, it may be worth the risk to plant a female and hope there is a male nearby.",Low,"Swamps, Stream, river banks, Near lakes or ponds","Easily grown in average, acidic, medium to wet soils in full sun to part shade. Adaptable to both light and heavy soils, but prefers moist, acidic, organic loams. Good tolerance for poorly drained soils including wet boggy or swampy conditions (this species is native to swampy areas of Eastern North America). Winterberries are dioecious (separate male and female plants). Only fertilized female flowers will produce the attractive red berries that are the signature of the species. Generally one male winterberry will be sufficient for pollinating 6-10 female plants. Flowers appear on new growth. Prune to shape in early spring just before new growth appears. ‘Winter Red’ is a female clone which needs a male pollinator to produce the attractive red berries which are the signature of the winterberries. Generally one male winterberry (such as I. verticillata ‘Southern Gentleman’) will be sufficient for pollinating 9-10 ‘Winter Red’ plants. Prune to shape in early spring just before new growth appears.","Year round interest, highlighted by the showy display of red berries in winter. Excellent shrub for moist soils in low spots or along streams and ponds. Mass or group as a hedge, in shrub borders, foundations, native plant areas, bird gardens, and rain gardens. Cut branches are suitable for use in winter arrangements. Many cultivars are readily available in commerce which are generally more compact and produce a showier display of larger, more abundant fruit.","Use Ornamental: Fruits ornamental, Attractive, Use Wildlife: Cover, Nesting site, Nectar-insects, Fruit-birds.",,No serious insect or disease problems. Occasional disease problems include leaf spots and powdery mildew. Plants do poorly in neutral to alkaline soils where they are susceptible to chlorosis (yellowing of leaves) and often die.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a655,https://www.wildflower.org/plants/result.php?id_plant=Ilve,https://www.pleasantrunnursery.com/plant-name/Ilex-verticillata-Jim-Dandy,,https://www.pinelandsnursery.com/ilex-verticillata-winterberry-holly-1-pot,
Shrubs,IV2,Itea virginica,VIRGINIA SWEETSPIRE,3 - 5,3 - 5,White,"Apr, May, Jun","Full Sun, Part Shade","Medium, Wet",FACW,Zone 5 to 9,"Butterflies, Pollinators","Heavy Shade, Erosion, Clay Soil, Wet Soil, Clay Soil Tolerant, Wet Site Tolerant, Deer","Moist, acid soils. Acid-based, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay",It blooms best and has better fall color if grown in an area that receives full sun at least part of the day. Can grow in swamps and other areas of poor drainage. Should be watered during droughts outside its natural habitat.,Low,"Wet, wooded stream banks; swamps; low pine barrens","Easily grown in average, medium to wet, well-drained soil in full sun to part shade. Adaptable to shade, but fall color is best with more sun. Prefers moist, humusy, acidic soils, but tolerates a wide range of soil conditions. Can form dense colonies by root suckering if left unchecked. Prune as needed after flowering.","A versatile shrub for sun and shade. Specimen, group or mass. Shrub borders, open woodland gardens, foundations or hedges. Mass for a shrubby ground cover effect. Naturalizes well in wild or informal areas. Also a good selection for wet locations such as low spots or pond/stream margins.","Use Ornamental: Understory, Erosion control, Showy, Fall conspicuous, Use Wildlife: Cover, Nectar-insects",Maintenance: Water during droughts.,No serious insect or disease problems. Deer tend to avoid this plant. Leaves can exhibit chlorosis in alkaline soils.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=k720,https://www.wildflower.org/plants/result.php?id_plant=ITVI,https://www.pleasantrunnursery.com/plant-name/Itea-virginica-Fizzy-Mizzy,,https://www.pinelandsnursery.com/itea-virginica-virginia-sweetspire-1-pot,
Shrubs,KL,Kalmia latifolia,MOUNTAIN LAUREL,5 - 15,5 - 15,"White, Pink","Jun, Jul",Part Shade,Medium,FACU,Zone 4 to 9,Pollinators,"Rabbit, Deer, Dry Shade Tolerant","Cool, moist rocky or sandy soils.",,Medium,Wet to dry woods & pastures; cool meadows & slopes,"Best grown in cool, moist, rich, acidic, humusy, well-drained soils in part shade. Mulch to retain moisture and keep root zones cool. Plants tolerate a wide range of light conditions (full sun to full shade), but are best in part shade (morning sun with early to mid-afternoon shade) in the St. Louis climate. Raised plantings should be considered in order to promote better drainage. Plants do not grow well in heavy clay soils. Remove spent flower clusters immediately after bloom. Prune lightly after bloom to promote bushy growth.","Superior flowering shrub for groups or massing in shrub borders, cottage gardens, woodland areas or wild/naturalized areas. Hedge. Foundations. Compliments rhododendrons and azaleas.",,,"Susceptible to leaf spots and blights. Also susceptible to borers, scale, white fly and lace bugs.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c798,https://www.wildflower.org/plants/result.php?id_plant=KALA,https://www.pleasantrunnursery.com/plant-name/Bullseye_Mountain_Laurel,https://newmoonnursery.com/nursery-plants/phlox-carolina/,https://www.pinelandsnursery.com/spiraea-latifolia-meadowsweet-1-pot,
Shrubs,LR,Leucothoe racemosa,FETTERBUSH,3 - 8,2 - 4,White,"May, Jun",Part Shade,"Medium, Wet",FACW,Zone 5 to 9,"Butterflies, Pollinators, Food Source for Pollinators","Erosion, Black Walnut Tolerant","Moist, well-drained, acidic soil","Very difficult to keep in good condition under normal conditions of cultivation. Tends to become weak and susceptible to leaf spot under even mild stress. To avoid this, plant in moist soil with good drainage and then avoid the typical, heavy lawn watering. Can take brief seasonal flooding, though.",Low,Pocosins; low woods; shrub-tree bogs & bays,"Grow in average, medium to wet, well-drained soils in part shade. Prefers a moist, cool, acidic soil. Can be grown in full sun, but must have good moisture. Does not tolerate drought or windy conditions. Although winter hardy to Zone 5, this shrub should be planted in a protected location and given a good winter mulch in the St. Louis area to insure winter survival. Suckers to form colonies.","Small shrub for rock garden, on slopes, bank stabilizer, border, foundations or underplanting for larger shrubs.","Use Ornamental: A glossy-leaved, showy-flowered, Use Wildlife: Flowers visited by bees",Maintenance: No maintenance recommended except cutting back to keep it at a favored height. A plant that is easy care if established in a favorable site and then left on its own.,No serious insect or disease problems. Root rot and leaf spot can develop.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=446191,https://www.wildflower.org/plants/result.php?id_plant=LYLU3,https://www.pleasantrunnursery.com/plant-name/Actaea-racemosa,,https://www.pinelandsnursery.com/cornus-racemosa-gray-dogwood-1-pot,
Shrubs,LB,Lindera benzoin,SPICEBUSH,6 - 12,6 - 12,,,Part Shade,Medium,FACW,Zone 4 to 9,"Birds, Butterflies","Deer, Drought, Heavy Shade, Clay Soil, Wet Soil, Black Walnut","Moist, sandy, well-drained soils. Caliche type, Limestone-based, Sandy Loam, Medium Loam",Spicebush is a fast-growing,Low,"Low, deciduous woods; stream banks; swamps","Easily grown in average, medium, well-drained soils in part shade. Fall color is best with more sun. Tolerates full shade, but habit becomes more open and wide-spreading. Also tolerant of full sun, but good soil moisture is required.","Shrub borders, shade or woodland gardens, moist areas along streams or ponds, native plant gardens or naturalized plantings.","Use Food: A tea can be made from the aromatic leaves and twigs, and the dried and powdered",,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d890,https://www.wildflower.org/plants/result.php?id_plant=libe3,https://www.bing.com/search?q=%22Lindera+benzoin%22+site%3Apleasantrunnursery.com&rdr=1&rdrig=5E52F458C86D4464921E8876D1979C9B#,https://www.bing.com/search?q=%22Lindera+benzoin%22+site%3Anewmoonnursery.com&rdr=1&rdrig=FAC69C5E762E402B94937EC9311CE956#,https://www.bing.com/search?q=%22Lindera+benzoin%22+site%3Apinelandsnursery.com&rdr=1&rdrig=5210A36611794517A9D6B5B3B2C909EE#,
